Período,Empleo,Var. %  interanual,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Fuente,TipoSerie,Var. % Trimestral,Var. % interanual,"Agricultura, ganadería y pesca",Minería y petróleo,Industria,"Electricidad, gas y agua",Construcción,Comercio,Servicios,Total ,Minería y petróleo (3),"Electricidad, gas y agua (3)"
3º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,357861.0,,1244257.0,,461641.0,1180548.0,3227725.0,6626401.0,81033.0,73336.0
4º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,361170.0,,1246616.0,,473439.0,1190066.0,3241705.0,6668132.0,81186.0,73950.0
1º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,363171.0,,1243393.0,,478052.0,1193662.0,3247569.0,6681653.0,81493.0,74313.0
2º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,360424.0,,1231296.0,,476660.0,1190215.0,3246929.0,6664543.0,84806.0,74213.0
3º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,365525.0,,1213112.0,,468460.0,1181357.0,3226907.0,6614572.0,85153.0,74058.0
4º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,373038.0,,1194447.0,,460503.0,1165535.0,3209656.0,6563677.0,86488.0,74010.0
1º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,367895.0,,1181664.0,,470774.0,1154334.0,3196189.0,6532967.0,87967.0,74144.0
2º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,370989.0,,1172399.0,,465803.0,1146777.0,3182384.0,6501724.0,89156.0,74216.0
3º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,368883.0,,1162673.0,,453148.0,1140902.0,3179128.0,6469133.0,90088.0,74311.0
4º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,367249.0,,1148592.0,,422269.0,1133448.0,3167246.0,6402707.0,89758.0,74145.0
1º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,363627.0,,1138952.0,,394423.0,1128676.0,3150077.0,6338470.0,88939.0,73776.0
2º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,358899.0,,1132712.0,,335640.0,1109453.0,3048890.0,6145726.0,86623.0,73509.0
3º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,357095.0,,1140424.0,,330719.0,1106037.0,3038075.0,6129919.0,83946.0,73623.0
4º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,356699.0,,1153059.0,,346879.0,1107234.0,3036377.0,6156486.0,82507.0,73731.0
1º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,360494.0,,1163967.0,,365135.0,1110206.0,3045784.0,6203798.0,84172.0,74040.0
2º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,366274.0,,1174635.0,,378288.0,1118620.0,3066658.0,6263412.0,84813.0,74124.0
3º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,366978.0,,1178501.0,,392738.0,1122838.0,3072744.0,6293430.0,85473.0,74158.0
4º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,363716.0,,1189569.0,,408871.0,1138544.0,3115922.0,6377287.0,86370.0,74295.0
1º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,360583.0,,1205184.0,,425498.0,1158220.0,3157851.0,6469876.0,88104.0,74436.0
2º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,358010.0,,1222670.0,,442655.0,1178372.0,3192580.0,6558101.0,89264.0,74550.0
3º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,355677.0,,1234008.0,,455066.0,1194522.0,3218921.0,6624372.0,91171.0,75007.0
4º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,355094.0,,1243986.0,,467950.0,1211257.0,3237074.0,6683917.0,93038.0,75518.0
1º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,354549.0,,1256028.0,,481413.0,1228625.0,3255640.0,6747028.0,94941.0,75832.0
2º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,352533.0,,1265347.0,,489905.0,1244766.0,3275013.0,6799577.0,96170.0,75843.0
3º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,355435.0,,1271694.0,,482351.0,1258696.0,3284926.0,6827054.0,97697.0,76255.0
4º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,352389.0,,1267954.0,,455223.0,1264223.0,3279640.0,6795056.0,98731.0,76896.0
1º Trim 2024,,,,,,,C2.2,Grandes divisiones,,,358989.0,,1255217.0,,412539.0,1260197.0,3256030.0,6720126.0,100146.0,77008.0
2º Trim 2024,,,,,,,C2.2,Grandes divisiones,,,362547.0,,1237772.0,,390276.0,1254874.0,3231594.0,6653292.0,99812.0,76417.0
