Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
86,1º Trim 2003,34436,C6,,
87,1º Trim 2003,46070,C6,,
88,1º Trim 2003,51125,C6,,
89,1º Trim 2003,25838,C6,,
90,1º Trim 2003,18227,C6,,
91,1º Trim 2003,12749,C6,,
92,1º Trim 2003,121981,C6,,
93,1º Trim 2003,26301,C6,,
94,1º Trim 2003,135717,C6,,
95,1º Trim 2003,495,C6,,
96,1º Trim 2003,3428,C6,,
97,1º Trim 2003,6962,C6,,
98,1º Trim 2003,34985,C6,,
99,1º Trim 2003,81595,C6,,
0,2º Trim 2003,134570,C6,,
1,2º Trim 2003,78744,C6,,
2,2º Trim 2003,26067,C6,,
3,2º Trim 2003,69,C6,,
4,2º Trim 2003,8375,C6,,
5,2º Trim 2003,14589,C6,,
6,2º Trim 2003,8670,C6,,
7,2º Trim 2003,20663,C6,,
10,2º Trim 2003,3378,C6,,
11,2º Trim 2003,2673,C6,,
12,2º Trim 2003,87745,C6,,
13,2º Trim 2003,25047,C6,,
14,2º Trim 2003,11106,C6,,
15,2º Trim 2003,80875,C6,,
16,2º Trim 2003,42087,C6,,
17,2º Trim 2003,5591,C6,,
18,2º Trim 2003,23687,C6,,
19,2º Trim 2003,12503,C6,,
20,2º Trim 2003,6830,C6,,
21,2º Trim 2003,26027,C6,,
22,2º Trim 2003,170,C6,,
23,2º Trim 2003,13298,C6,,
24,2º Trim 2003,17959,C6,,
25,2º Trim 2003,8632,C6,,
26,2º Trim 2003,11070,C6,,
27,2º Trim 2003,24466,C6,,
28,2º Trim 2003,17164,C6,,
29,2º Trim 2003,18523,C6,,
30,2º Trim 2003,85,C6,,
32,2º Trim 2003,9475,C6,,
34,2º Trim 2003,11262,C6,,
35,2º Trim 2003,54453,C6,,
36,2º Trim 2003,501,C6,,
37,2º Trim 2003,8428,C6,,
38,2º Trim 2003,31185,C6,,
39,2º Trim 2003,4669,C6,,
40,2º Trim 2003,20501,C6,,
41,2º Trim 2003,19829,C6,,
42,2º Trim 2003,2922,C6,,
43,2º Trim 2003,5643,C6,,
44,2º Trim 2003,12455,C6,,
45,2º Trim 2003,36412,C6,,
46,2º Trim 2003,10767,C6,,
47,2º Trim 2003,19596,C6,,
48,2º Trim 2003,7439,C6,,
49,2º Trim 2003,1095,C6,,
50,2º Trim 2003,2816,C6,,
51,2º Trim 2003,1666,C6,,
52,2º Trim 2003,1655,C6,,
53,2º Trim 2003,1105,C6,,
54,2º Trim 2003,1427,C6,,
55,2º Trim 2003,2411,C6,,
56,2º Trim 2003,422,C6,,
57,2º Trim 2003,960,C6,,
58,2º Trim 2003,1671,C6,,
59,2º Trim 2003,3879,C6,,
60,2º Trim 2003,1104,C6,,
61,2º Trim 2003,111,C6,,
62,2º Trim 2003,11281,C6,,
63,2º Trim 2003,2751,C6,,
64,2º Trim 2003,23410,C6,,
65,2º Trim 2003,2034,C6,,
66,2º Trim 2003,982,C6,,
67,2º Trim 2003,1096,C6,,
68,2º Trim 2003,1240,C6,,
69,2º Trim 2003,11594,C6,,
70,2º Trim 2003,8469,C6,,
71,2º Trim 2003,625,C6,,
72,2º Trim 2003,586,C6,,
73,2º Trim 2003,31285,C6,,
76,2º Trim 2003,9979,C6,,
77,2º Trim 2003,4736,C6,,
78,2º Trim 2003,124501,C6,,
79,2º Trim 2003,15363,C6,,
80,2º Trim 2003,3430,C6,,
81,2º Trim 2003,759,C6,,
82,2º Trim 2003,13782,C6,,
83,2º Trim 2003,14364,C6,,
84,2º Trim 2003,17536,C6,,
85,2º Trim 2003,40340,C6,,
86,2º Trim 2003,36482,C6,,
87,2º Trim 2003,46001,C6,,
88,2º Trim 2003,52462,C6,,
89,2º Trim 2003,26758,C6,,
90,2º Trim 2003,18702,C6,,
91,2º Trim 2003,13139,C6,,
92,2º Trim 2003,118294,C6,,
93,2º Trim 2003,26402,C6,,
94,2º Trim 2003,138738,C6,,
95,2º Trim 2003,502,C6,,
96,2º Trim 2003,3340,C6,,
97,2º Trim 2003,7162,C6,,
98,2º Trim 2003,32989,C6,,
99,2º Trim 2003,80507,C6,,
0,3º Trim 2003,131553,C6,,
1,3º Trim 2003,80006,C6,,
2,3º Trim 2003,25735,C6,,
3,3º Trim 2003,75,C6,,
4,3º Trim 2003,8680,C6,,
5,3º Trim 2003,13186,C6,,
6,3º Trim 2003,8736,C6,,
7,3º Trim 2003,21453,C6,,
10,3º Trim 2003,3590,C6,,
11,3º Trim 2003,2786,C6,,
12,3º Trim 2003,84890,C6,,
13,3º Trim 2003,24994,C6,,
14,3º Trim 2003,11325,C6,,
15,3º Trim 2003,85958,C6,,
16,3º Trim 2003,41323,C6,,
17,3º Trim 2003,4813,C6,,
18,3º Trim 2003,24338,C6,,
19,3º Trim 2003,13267,C6,,
20,3º Trim 2003,7166,C6,,
21,3º Trim 2003,28227,C6,,
22,3º Trim 2003,182,C6,,
23,3º Trim 2003,13849,C6,,
24,3º Trim 2003,18843,C6,,
25,3º Trim 2003,9484,C6,,
26,3º Trim 2003,11535,C6,,
27,3º Trim 2003,24905,C6,,
28,3º Trim 2003,17143,C6,,
29,3º Trim 2003,19068,C6,,
30,3º Trim 2003,90,C6,,
32,3º Trim 2003,9498,C6,,
34,3º Trim 2003,11445,C6,,
35,3º Trim 2003,56246,C6,,
36,3º Trim 2003,512,C6,,
37,3º Trim 2003,8953,C6,,
38,3º Trim 2003,32510,C6,,
39,3º Trim 2003,4849,C6,,
40,3º Trim 2003,21311,C6,,
41,3º Trim 2003,20223,C6,,
42,3º Trim 2003,3017,C6,,
43,3º Trim 2003,6074,C6,,
44,3º Trim 2003,13188,C6,,
45,3º Trim 2003,37891,C6,,
46,3º Trim 2003,11412,C6,,
47,3º Trim 2003,21065,C6,,
48,3º Trim 2003,7631,C6,,
49,3º Trim 2003,1222,C6,,
50,3º Trim 2003,2938,C6,,
51,3º Trim 2003,1696,C6,,
52,3º Trim 2003,1724,C6,,
53,3º Trim 2003,1176,C6,,
54,3º Trim 2003,1483,C6,,
55,3º Trim 2003,2542,C6,,
56,3º Trim 2003,450,C6,,
57,3º Trim 2003,994,C6,,
58,3º Trim 2003,1749,C6,,
59,3º Trim 2003,4140,C6,,
60,3º Trim 2003,1165,C6,,
61,3º Trim 2003,111,C6,,
62,3º Trim 2003,11351,C6,,
63,3º Trim 2003,2992,C6,,
64,3º Trim 2003,24466,C6,,
65,3º Trim 2003,2238,C6,,
66,3º Trim 2003,997,C6,,
67,3º Trim 2003,1076,C6,,
68,3º Trim 2003,1271,C6,,
69,3º Trim 2003,12336,C6,,
70,3º Trim 2003,9066,C6,,
71,3º Trim 2003,681,C6,,
72,3º Trim 2003,618,C6,,
73,3º Trim 2003,31503,C6,,
76,3º Trim 2003,10052,C6,,
77,3º Trim 2003,5107,C6,,
78,3º Trim 2003,137179,C6,,
79,3º Trim 2003,16419,C6,,
80,3º Trim 2003,3576,C6,,
81,3º Trim 2003,884,C6,,
82,3º Trim 2003,14358,C6,,
83,3º Trim 2003,15393,C6,,
84,3º Trim 2003,18469,C6,,
85,3º Trim 2003,41650,C6,,
86,3º Trim 2003,35337,C6,,
87,3º Trim 2003,47003,C6,,
88,3º Trim 2003,54608,C6,,
89,3º Trim 2003,27801,C6,,
90,3º Trim 2003,19361,C6,,
91,3º Trim 2003,13818,C6,,
92,3º Trim 2003,120039,C6,,
93,3º Trim 2003,27869,C6,,
94,3º Trim 2003,147585,C6,,
95,3º Trim 2003,515,C6,,
96,3º Trim 2003,3398,C6,,
97,3º Trim 2003,7332,C6,,
98,3º Trim 2003,34705,C6,,
99,3º Trim 2003,84544,C6,,
0,4º Trim 2003,140194,C6,,
1,4º Trim 2003,82063,C6,,
2,4º Trim 2003,16830,C6,,
3,4º Trim 2003,54,C6,,
4,4º Trim 2003,8759,C6,,
5,4º Trim 2003,13578,C6,,
6,4º Trim 2003,8808,C6,,
7,4º Trim 2003,22058,C6,,
10,4º Trim 2003,3809,C6,,
11,4º Trim 2003,2910,C6,,
12,4º Trim 2003,88426,C6,,
13,4º Trim 2003,26177,C6,,
14,4º Trim 2003,11657,C6,,
15,4º Trim 2003,84541,C6,,
16,4º Trim 2003,42877,C6,,
17,4º Trim 2003,4245,C6,,
18,4º Trim 2003,24917,C6,,
19,4º Trim 2003,14076,C6,,
20,4º Trim 2003,7309,C6,,
21,4º Trim 2003,29882,C6,,
22,4º Trim 2003,199,C6,,
23,4º Trim 2003,14513,C6,,
24,4º Trim 2003,19395,C6,,
25,4º Trim 2003,10088,C6,,
26,4º Trim 2003,12371,C6,,
27,4º Trim 2003,25627,C6,,
28,4º Trim 2003,17839,C6,,
29,4º Trim 2003,19769,C6,,
30,4º Trim 2003,93,C6,,
32,4º Trim 2003,9556,C6,,
34,4º Trim 2003,11636,C6,,
35,4º Trim 2003,57419,C6,,
36,4º Trim 2003,523,C6,,
37,4º Trim 2003,9261,C6,,
38,4º Trim 2003,34608,C6,,
39,4º Trim 2003,5075,C6,,
40,4º Trim 2003,22632,C6,,
41,4º Trim 2003,20980,C6,,
42,4º Trim 2003,3101,C6,,
43,4º Trim 2003,6439,C6,,
44,4º Trim 2003,14300,C6,,
45,4º Trim 2003,39913,C6,,
46,4º Trim 2003,11928,C6,,
47,4º Trim 2003,22597,C6,,
48,4º Trim 2003,7954,C6,,
49,4º Trim 2003,1265,C6,,
50,4º Trim 2003,3079,C6,,
51,4º Trim 2003,1764,C6,,
52,4º Trim 2003,1762,C6,,
53,4º Trim 2003,1219,C6,,
54,4º Trim 2003,1577,C6,,
55,4º Trim 2003,2757,C6,,
56,4º Trim 2003,489,C6,,
57,4º Trim 2003,1077,C6,,
58,4º Trim 2003,1970,C6,,
59,4º Trim 2003,4326,C6,,
60,4º Trim 2003,1202,C6,,
61,4º Trim 2003,113,C6,,
62,4º Trim 2003,11353,C6,,
63,4º Trim 2003,3314,C6,,
64,4º Trim 2003,25242,C6,,
65,4º Trim 2003,2392,C6,,
66,4º Trim 2003,1031,C6,,
67,4º Trim 2003,1072,C6,,
68,4º Trim 2003,1327,C6,,
69,4º Trim 2003,12899,C6,,
70,4º Trim 2003,9722,C6,,
71,4º Trim 2003,701,C6,,
72,4º Trim 2003,656,C6,,
73,4º Trim 2003,31557,C6,,
76,4º Trim 2003,10113,C6,,
77,4º Trim 2003,5365,C6,,
78,4º Trim 2003,154060,C6,,
79,4º Trim 2003,17693,C6,,
80,4º Trim 2003,3921,C6,,
81,4º Trim 2003,896,C6,,
82,4º Trim 2003,15030,C6,,
83,4º Trim 2003,16142,C6,,
84,4º Trim 2003,19336,C6,,
85,4º Trim 2003,42948,C6,,
86,4º Trim 2003,36345,C6,,
87,4º Trim 2003,49174,C6,,
88,4º Trim 2003,57273,C6,,
89,4º Trim 2003,28786,C6,,
90,4º Trim 2003,20037,C6,,
91,4º Trim 2003,14471,C6,,
92,4º Trim 2003,122254,C6,,
93,4º Trim 2003,29356,C6,,
94,4º Trim 2003,156274,C6,,
95,4º Trim 2003,517,C6,,
96,4º Trim 2003,3892,C6,,
97,4º Trim 2003,7513,C6,,
98,4º Trim 2003,36085,C6,,
99,4º Trim 2003,88954,C6,,
0,1º Trim 2004,159953,C6,,
1,1º Trim 2004,82875,C6,,
2,1º Trim 2004,18895,C6,,
3,1º Trim 2004,61,C6,,
4,1º Trim 2004,8856,C6,,
5,1º Trim 2004,15119,C6,,
6,1º Trim 2004,8938,C6,,
7,1º Trim 2004,23369,C6,,
10,1º Trim 2004,3995,C6,,
11,1º Trim 2004,3071,C6,,
12,1º Trim 2004,98368,C6,,
13,1º Trim 2004,26381,C6,,
14,1º Trim 2004,11803,C6,,
15,1º Trim 2004,83808,C6,,
16,1º Trim 2004,45934,C6,,
17,1º Trim 2004,5938,C6,,
18,1º Trim 2004,25727,C6,,
19,1º Trim 2004,14495,C6,,
20,1º Trim 2004,7616,C6,,
21,1º Trim 2004,30902,C6,,
22,1º Trim 2004,201,C6,,
23,1º Trim 2004,15006,C6,,
24,1º Trim 2004,19275,C6,,
25,1º Trim 2004,10587,C6,,
26,1º Trim 2004,12737,C6,,
27,1º Trim 2004,26414,C6,,
28,1º Trim 2004,18303,C6,,
29,1º Trim 2004,20045,C6,,
30,1º Trim 2004,93,C6,,
32,1º Trim 2004,9581,C6,,
34,1º Trim 2004,11879,C6,,
35,1º Trim 2004,58478,C6,,
36,1º Trim 2004,554,C6,,
37,1º Trim 2004,9401,C6,,
38,1º Trim 2004,35707,C6,,
39,1º Trim 2004,5235,C6,,
40,1º Trim 2004,23529,C6,,
41,1º Trim 2004,21484,C6,,
42,1º Trim 2004,3175,C6,,
43,1º Trim 2004,6767,C6,,
44,1º Trim 2004,15552,C6,,
45,1º Trim 2004,42314,C6,,
46,1º Trim 2004,12388,C6,,
47,1º Trim 2004,23887,C6,,
48,1º Trim 2004,8327,C6,,
49,1º Trim 2004,1316,C6,,
50,1º Trim 2004,3186,C6,,
51,1º Trim 2004,1841,C6,,
52,1º Trim 2004,1829,C6,,
53,1º Trim 2004,1304,C6,,
54,1º Trim 2004,1607,C6,,
55,1º Trim 2004,2875,C6,,
56,1º Trim 2004,518,C6,,
57,1º Trim 2004,1057,C6,,
58,1º Trim 2004,1946,C6,,
59,1º Trim 2004,4554,C6,,
60,1º Trim 2004,1229,C6,,
61,1º Trim 2004,112,C6,,
62,1º Trim 2004,11425,C6,,
63,1º Trim 2004,3523,C6,,
64,1º Trim 2004,26043,C6,,
65,1º Trim 2004,2476,C6,,
66,1º Trim 2004,1089,C6,,
67,1º Trim 2004,1047,C6,,
68,1º Trim 2004,1356,C6,,
69,1º Trim 2004,13419,C6,,
70,1º Trim 2004,10019,C6,,
71,1º Trim 2004,713,C6,,
72,1º Trim 2004,725,C6,,
73,1º Trim 2004,31697,C6,,
76,1º Trim 2004,10932,C6,,
77,1º Trim 2004,5384,C6,,
78,1º Trim 2004,165293,C6,,
79,1º Trim 2004,18947,C6,,
80,1º Trim 2004,4169,C6,,
81,1º Trim 2004,964,C6,,
82,1º Trim 2004,15430,C6,,
83,1º Trim 2004,16653,C6,,
84,1º Trim 2004,20035,C6,,
85,1º Trim 2004,44176,C6,,
86,1º Trim 2004,36631,C6,,
87,1º Trim 2004,52413,C6,,
88,1º Trim 2004,59382,C6,,
89,1º Trim 2004,29813,C6,,
90,1º Trim 2004,20746,C6,,
91,1º Trim 2004,14954,C6,,
92,1º Trim 2004,124253,C6,,
93,1º Trim 2004,30931,C6,,
94,1º Trim 2004,163056,C6,,
95,1º Trim 2004,519,C6,,
96,1º Trim 2004,4239,C6,,
97,1º Trim 2004,7751,C6,,
98,1º Trim 2004,39942,C6,,
99,1º Trim 2004,92895,C6,,
0,2º Trim 2004,148032,C6,,
1,2º Trim 2004,83903,C6,,
2,2º Trim 2004,31570,C6,,
3,2º Trim 2004,84,C6,,
4,2º Trim 2004,9445,C6,,
5,2º Trim 2004,15599,C6,,
6,2º Trim 2004,9024,C6,,
7,2º Trim 2004,23902,C6,,
10,2º Trim 2004,4207,C6,,
11,2º Trim 2004,3178,C6,,
12,2º Trim 2004,96403,C6,,
13,2º Trim 2004,25490,C6,,
14,2º Trim 2004,12210,C6,,
15,2º Trim 2004,87261,C6,,
16,2º Trim 2004,44826,C6,,
17,2º Trim 2004,6462,C6,,
18,2º Trim 2004,26607,C6,,
19,2º Trim 2004,15474,C6,,
20,2º Trim 2004,7863,C6,,
21,2º Trim 2004,32134,C6,,
22,2º Trim 2004,212,C6,,
23,2º Trim 2004,15543,C6,,
24,2º Trim 2004,16511,C6,,
25,2º Trim 2004,11158,C6,,
26,2º Trim 2004,13164,C6,,
27,2º Trim 2004,26661,C6,,
28,2º Trim 2004,18599,C6,,
29,2º Trim 2004,20594,C6,,
30,2º Trim 2004,94,C6,,
32,2º Trim 2004,9602,C6,,
34,2º Trim 2004,12020,C6,,
35,2º Trim 2004,59819,C6,,
36,2º Trim 2004,597,C6,,
37,2º Trim 2004,9767,C6,,
38,2º Trim 2004,36686,C6,,
39,2º Trim 2004,5417,C6,,
40,2º Trim 2004,24097,C6,,
41,2º Trim 2004,21674,C6,,
42,2º Trim 2004,3310,C6,,
43,2º Trim 2004,7147,C6,,
44,2º Trim 2004,15839,C6,,
45,2º Trim 2004,43926,C6,,
46,2º Trim 2004,13078,C6,,
47,2º Trim 2004,25067,C6,,
48,2º Trim 2004,8746,C6,,
49,2º Trim 2004,1383,C6,,
50,2º Trim 2004,3298,C6,,
51,2º Trim 2004,1949,C6,,
52,2º Trim 2004,1907,C6,,
53,2º Trim 2004,1381,C6,,
54,2º Trim 2004,1681,C6,,
55,2º Trim 2004,2997,C6,,
56,2º Trim 2004,572,C6,,
57,2º Trim 2004,1091,C6,,
58,2º Trim 2004,2108,C6,,
59,2º Trim 2004,4752,C6,,
60,2º Trim 2004,1253,C6,,
61,2º Trim 2004,109,C6,,
62,2º Trim 2004,11862,C6,,
63,2º Trim 2004,3831,C6,,
64,2º Trim 2004,27352,C6,,
65,2º Trim 2004,2725,C6,,
66,2º Trim 2004,1074,C6,,
67,2º Trim 2004,1078,C6,,
68,2º Trim 2004,1413,C6,,
69,2º Trim 2004,14191,C6,,
70,2º Trim 2004,10330,C6,,
71,2º Trim 2004,754,C6,,
72,2º Trim 2004,737,C6,,
73,2º Trim 2004,32048,C6,,
76,2º Trim 2004,10929,C6,,
77,2º Trim 2004,5576,C6,,
78,2º Trim 2004,173832,C6,,
79,2º Trim 2004,19691,C6,,
80,2º Trim 2004,4245,C6,,
81,2º Trim 2004,1004,C6,,
82,2º Trim 2004,16241,C6,,
83,2º Trim 2004,17246,C6,,
84,2º Trim 2004,20768,C6,,
85,2º Trim 2004,43530,C6,,
86,2º Trim 2004,38718,C6,,
87,2º Trim 2004,52065,C6,,
88,2º Trim 2004,61218,C6,,
89,2º Trim 2004,30663,C6,,
90,2º Trim 2004,21627,C6,,
91,2º Trim 2004,15398,C6,,
92,2º Trim 2004,123841,C6,,
93,2º Trim 2004,31001,C6,,
94,2º Trim 2004,167614,C6,,
95,2º Trim 2004,531,C6,,
96,2º Trim 2004,4129,C6,,
97,2º Trim 2004,7973,C6,,
98,2º Trim 2004,37235,C6,,
99,2º Trim 2004,92272,C6,,
0,3º Trim 2004,144453,C6,,
1,3º Trim 2004,85730,C6,,
2,3º Trim 2004,30086,C6,,
3,3º Trim 2004,80,C6,,
4,3º Trim 2004,9695,C6,,
5,3º Trim 2004,14092,C6,,
6,3º Trim 2004,9251,C6,,
7,3º Trim 2004,24532,C6,,
10,3º Trim 2004,4434,C6,,
11,3º Trim 2004,3274,C6,,
12,3º Trim 2004,93447,C6,,
13,3º Trim 2004,25898,C6,,
14,3º Trim 2004,12450,C6,,
15,3º Trim 2004,93203,C6,,
16,3º Trim 2004,44698,C6,,
17,3º Trim 2004,5542,C6,,
18,3º Trim 2004,26732,C6,,
19,3º Trim 2004,16022,C6,,
20,3º Trim 2004,8119,C6,,
21,3º Trim 2004,33474,C6,,
22,3º Trim 2004,215,C6,,
23,3º Trim 2004,15906,C6,,
24,3º Trim 2004,17006,C6,,
25,3º Trim 2004,11664,C6,,
26,3º Trim 2004,13643,C6,,
27,3º Trim 2004,27241,C6,,
28,3º Trim 2004,18726,C6,,
29,3º Trim 2004,21150,C6,,
30,3º Trim 2004,93,C6,,
32,3º Trim 2004,9619,C6,,
34,3º Trim 2004,12289,C6,,
35,3º Trim 2004,61398,C6,,
36,3º Trim 2004,622,C6,,
37,3º Trim 2004,10123,C6,,
38,3º Trim 2004,37782,C6,,
39,3º Trim 2004,5650,C6,,
40,3º Trim 2004,24615,C6,,
41,3º Trim 2004,22085,C6,,
42,3º Trim 2004,3391,C6,,
43,3º Trim 2004,7426,C6,,
44,3º Trim 2004,16478,C6,,
45,3º Trim 2004,45711,C6,,
46,3º Trim 2004,13622,C6,,
47,3º Trim 2004,26034,C6,,
48,3º Trim 2004,8844,C6,,
49,3º Trim 2004,1504,C6,,
50,3º Trim 2004,3392,C6,,
51,3º Trim 2004,2021,C6,,
52,3º Trim 2004,1975,C6,,
53,3º Trim 2004,1383,C6,,
54,3º Trim 2004,1777,C6,,
55,3º Trim 2004,3185,C6,,
56,3º Trim 2004,587,C6,,
57,3º Trim 2004,1120,C6,,
58,3º Trim 2004,2576,C6,,
59,3º Trim 2004,4977,C6,,
60,3º Trim 2004,1292,C6,,
61,3º Trim 2004,110,C6,,
62,3º Trim 2004,12618,C6,,
63,3º Trim 2004,4075,C6,,
64,3º Trim 2004,28564,C6,,
65,3º Trim 2004,2874,C6,,
66,3º Trim 2004,1081,C6,,
67,3º Trim 2004,1110,C6,,
68,3º Trim 2004,1466,C6,,
69,3º Trim 2004,14898,C6,,
70,3º Trim 2004,11050,C6,,
71,3º Trim 2004,761,C6,,
72,3º Trim 2004,783,C6,,
73,3º Trim 2004,32293,C6,,
76,3º Trim 2004,10976,C6,,
77,3º Trim 2004,6076,C6,,
78,3º Trim 2004,185539,C6,,
79,3º Trim 2004,21182,C6,,
80,3º Trim 2004,4754,C6,,
81,3º Trim 2004,1063,C6,,
82,3º Trim 2004,16959,C6,,
83,3º Trim 2004,19038,C6,,
84,3º Trim 2004,21726,C6,,
85,3º Trim 2004,43771,C6,,
86,3º Trim 2004,38107,C6,,
87,3º Trim 2004,52425,C6,,
88,3º Trim 2004,63341,C6,,
89,3º Trim 2004,31631,C6,,
90,3º Trim 2004,22679,C6,,
91,3º Trim 2004,15990,C6,,
92,3º Trim 2004,126713,C6,,
93,3º Trim 2004,34496,C6,,
94,3º Trim 2004,181159,C6,,
95,3º Trim 2004,565,C6,,
96,3º Trim 2004,4497,C6,,
97,3º Trim 2004,8728,C6,,
98,3º Trim 2004,40343,C6,,
99,3º Trim 2004,99190,C6,,
0,4º Trim 2004,154641,C6,,
1,4º Trim 2004,87671,C6,,
2,4º Trim 2004,21766,C6,,
3,4º Trim 2004,70,C6,,
4,4º Trim 2004,9360,C6,,
5,4º Trim 2004,13887,C6,,
6,4º Trim 2004,9516,C6,,
7,4º Trim 2004,25468,C6,,
10,4º Trim 2004,4648,C6,,
11,4º Trim 2004,3407,C6,,
12,4º Trim 2004,97717,C6,,
13,4º Trim 2004,27020,C6,,
14,4º Trim 2004,12829,C6,,
15,4º Trim 2004,92281,C6,,
16,4º Trim 2004,46595,C6,,
17,4º Trim 2004,4810,C6,,
18,4º Trim 2004,27116,C6,,
19,4º Trim 2004,16634,C6,,
20,4º Trim 2004,8323,C6,,
21,4º Trim 2004,35137,C6,,
22,4º Trim 2004,211,C6,,
23,4º Trim 2004,16166,C6,,
24,4º Trim 2004,17684,C6,,
25,4º Trim 2004,12039,C6,,
26,4º Trim 2004,14239,C6,,
27,4º Trim 2004,28605,C6,,
28,4º Trim 2004,19441,C6,,
29,4º Trim 2004,21613,C6,,
30,4º Trim 2004,93,C6,,
32,4º Trim 2004,9675,C6,,
34,4º Trim 2004,12526,C6,,
35,4º Trim 2004,62881,C6,,
36,4º Trim 2004,644,C6,,
37,4º Trim 2004,10476,C6,,
38,4º Trim 2004,39065,C6,,
39,4º Trim 2004,5754,C6,,
40,4º Trim 2004,25710,C6,,
41,4º Trim 2004,22817,C6,,
42,4º Trim 2004,3447,C6,,
43,4º Trim 2004,7611,C6,,
44,4º Trim 2004,17540,C6,,
45,4º Trim 2004,47545,C6,,
46,4º Trim 2004,14203,C6,,
47,4º Trim 2004,26918,C6,,
48,4º Trim 2004,9102,C6,,
49,4º Trim 2004,1623,C6,,
50,4º Trim 2004,3479,C6,,
51,4º Trim 2004,2151,C6,,
52,4º Trim 2004,2031,C6,,
53,4º Trim 2004,1372,C6,,
54,4º Trim 2004,1910,C6,,
55,4º Trim 2004,3451,C6,,
56,4º Trim 2004,605,C6,,
57,4º Trim 2004,944,C6,,
58,4º Trim 2004,3180,C6,,
59,4º Trim 2004,5093,C6,,
60,4º Trim 2004,1331,C6,,
61,4º Trim 2004,116,C6,,
62,4º Trim 2004,13068,C6,,
63,4º Trim 2004,4371,C6,,
64,4º Trim 2004,29752,C6,,
65,4º Trim 2004,3179,C6,,
66,4º Trim 2004,1087,C6,,
67,4º Trim 2004,1147,C6,,
68,4º Trim 2004,1590,C6,,
69,4º Trim 2004,15465,C6,,
70,4º Trim 2004,11558,C6,,
71,4º Trim 2004,808,C6,,
72,4º Trim 2004,834,C6,,
73,4º Trim 2004,32558,C6,,
76,4º Trim 2004,11109,C6,,
77,4º Trim 2004,6883,C6,,
78,4º Trim 2004,204177,C6,,
79,4º Trim 2004,22487,C6,,
80,4º Trim 2004,5187,C6,,
81,4º Trim 2004,1119,C6,,
82,4º Trim 2004,17586,C6,,
83,4º Trim 2004,19722,C6,,
84,4º Trim 2004,22854,C6,,
85,4º Trim 2004,44848,C6,,
86,4º Trim 2004,39698,C6,,
87,4º Trim 2004,54849,C6,,
88,4º Trim 2004,65496,C6,,
89,4º Trim 2004,32696,C6,,
90,4º Trim 2004,23737,C6,,
91,4º Trim 2004,16586,C6,,
92,4º Trim 2004,130483,C6,,
93,4º Trim 2004,36222,C6,,
94,4º Trim 2004,191769,C6,,
95,4º Trim 2004,573,C6,,
96,4º Trim 2004,5532,C6,,
97,4º Trim 2004,9094,C6,,
98,4º Trim 2004,42004,C6,,
99,4º Trim 2004,105443,C6,,
0,1º Trim 2005,175495,C6,,
1,1º Trim 2005,87859,C6,,
2,1º Trim 2005,24584,C6,,
3,1º Trim 2005,94,C6,,
4,1º Trim 2005,9116,C6,,
5,1º Trim 2005,15153,C6,,
6,1º Trim 2005,9564,C6,,
7,1º Trim 2005,26473,C6,,
10,1º Trim 2005,4859,C6,,
11,1º Trim 2005,3601,C6,,
12,1º Trim 2005,107091,C6,,
13,1º Trim 2005,26026,C6,,
14,1º Trim 2005,13094,C6,,
15,1º Trim 2005,91500,C6,,
16,1º Trim 2005,49328,C6,,
17,1º Trim 2005,6289,C6,,
18,1º Trim 2005,27819,C6,,
19,1º Trim 2005,17013,C6,,
20,1º Trim 2005,8516,C6,,
21,1º Trim 2005,35732,C6,,
22,1º Trim 2005,212,C6,,
23,1º Trim 2005,16253,C6,,
24,1º Trim 2005,18264,C6,,
25,1º Trim 2005,12294,C6,,
26,1º Trim 2005,14244,C6,,
27,1º Trim 2005,29086,C6,,
28,1º Trim 2005,20033,C6,,
29,1º Trim 2005,21715,C6,,
30,1º Trim 2005,106,C6,,
32,1º Trim 2005,9809,C6,,
34,1º Trim 2005,12733,C6,,
35,1º Trim 2005,64254,C6,,
36,1º Trim 2005,642,C6,,
37,1º Trim 2005,10723,C6,,
38,1º Trim 2005,39834,C6,,
39,1º Trim 2005,5835,C6,,
40,1º Trim 2005,26579,C6,,
41,1º Trim 2005,23325,C6,,
42,1º Trim 2005,3470,C6,,
43,1º Trim 2005,7785,C6,,
44,1º Trim 2005,18190,C6,,
45,1º Trim 2005,48967,C6,,
46,1º Trim 2005,14513,C6,,
47,1º Trim 2005,27518,C6,,
48,1º Trim 2005,9339,C6,,
49,1º Trim 2005,1699,C6,,
50,1º Trim 2005,3510,C6,,
51,1º Trim 2005,2246,C6,,
52,1º Trim 2005,2075,C6,,
53,1º Trim 2005,1424,C6,,
54,1º Trim 2005,1907,C6,,
55,1º Trim 2005,3619,C6,,
56,1º Trim 2005,628,C6,,
57,1º Trim 2005,855,C6,,
58,1º Trim 2005,2435,C6,,
59,1º Trim 2005,5188,C6,,
60,1º Trim 2005,1357,C6,,
61,1º Trim 2005,117,C6,,
62,1º Trim 2005,13408,C6,,
63,1º Trim 2005,4491,C6,,
64,1º Trim 2005,30506,C6,,
65,1º Trim 2005,3298,C6,,
66,1º Trim 2005,1092,C6,,
67,1º Trim 2005,1155,C6,,
68,1º Trim 2005,1708,C6,,
69,1º Trim 2005,15703,C6,,
70,1º Trim 2005,11834,C6,,
