Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
32,4º Trim 2017,14450,C7,,
33,4º Trim 2017,439,C7,,
34,4º Trim 2017,6951,C7,,
35,4º Trim 2017,51858,C7,,
36,4º Trim 2017,15786,C7,,
37,4º Trim 2017,14592,C7,,
38,4º Trim 2017,10066,C7,,
39,4º Trim 2017,38046,C7,,
40,4º Trim 2017,4454,C7,,
41,4º Trim 2017,22195,C7,,
42,4º Trim 2017,8850,C7,,
43,4º Trim 2017,26216,C7,,
44,4º Trim 2017,5086,C7,,
45,4º Trim 2017,18515,C7,,
46,4º Trim 2017,6953,C7,,
47,4º Trim 2017,9803,C7,,
48,4º Trim 2017,451,C7,,
49,4º Trim 2017,766,C7,,
50,4º Trim 2017,18542,C7,,
51,4º Trim 2017,9607,C7,,
52,4º Trim 2017,43363,C7,,
53,4º Trim 2017,39,C7,,
54,4º Trim 2017,8613,C7,,
55,4º Trim 2017,2282,C7,,
56,4º Trim 2017,24164,C7,,
57,4º Trim 2017,13432,C7,,
58,4º Trim 2017,2590,C7,,
59,4º Trim 2017,3943,C7,,
60,4º Trim 2017,1130,C7,,
61,4º Trim 2017,6415,C7,,
62,4º Trim 2017,9222,C7,,
63,4º Trim 2017,11093,C7,,
64,4º Trim 2017,13610,C7,,
65,4º Trim 2017,4790,C7,,
66,4º Trim 2017,11968,C7,,
67,4º Trim 2017,209,C7,,
68,4º Trim 2017,575,C7,,
69,4º Trim 2017,17421,C7,,
70,4º Trim 2017,4542,C7,,
71,4º Trim 2017,116,C7,,
73,4º Trim 2017,6876,C7,,
75,4º Trim 2017,8734,C7,,
76,4º Trim 2017,725,C7,,
77,4º Trim 2017,4331,C7,,
78,4º Trim 2017,10258,C7,,
79,4º Trim 2017,7426,C7,,
80,4º Trim 2017,40115,C7,,
81,4º Trim 2017,19679,C7,,
82,4º Trim 2017,16020,C7,,
83,4º Trim 2017,465,C7,,
84,4º Trim 2017,6768,C7,,
85,4º Trim 2017,6675,C7,,
86,4º Trim 2017,53880,C7,,
87,4º Trim 2017,7767,C7,,
88,4º Trim 2017,3786,C7,,
89,4º Trim 2017,642,C7,,
90,4º Trim 2017,7246,C7,,
91,4º Trim 2017,6744,C7,,
92,4º Trim 2017,14960,C7,,
93,4º Trim 2017,2309,C7,,
94,4º Trim 2017,3419,C7,,
95,4º Trim 2017,24557,C7,,
96,4º Trim 2017,4185,C7,,
97,4º Trim 2017,3801,C7,,
98,4º Trim 2017,4046,C7,,
99,4º Trim 2017,27428,C7,,
0,1º Trim 2018,65677,C7,,
1,1º Trim 2018,19246,C7,,
2,1º Trim 2018,47479,C7,,
3,1º Trim 2018,62822,C7,,
4,1º Trim 2018,10740,C7,,
5,1º Trim 2018,81440,C7,,
6,1º Trim 2018,10877,C7,,
7,1º Trim 2018,53017,C7,,
8,1º Trim 2018,2438,C7,,
9,1º Trim 2018,113,C7,,
10,1º Trim 2018,1010,C7,,
11,1º Trim 2018,4090,C7,,
12,1º Trim 2018,2782,C7,,
13,1º Trim 2018,11885,C7,,
14,1º Trim 2018,66,C7,,
15,1º Trim 2018,308,C7,,
16,1º Trim 2018,17253,C7,,
17,1º Trim 2018,41166,C7,,
20,1º Trim 2018,403,C7,,
21,1º Trim 2018,1106,C7,,
22,1º Trim 2018,4928,C7,,
23,1º Trim 2018,882,C7,,
24,1º Trim 2018,936,C7,,
25,1º Trim 2018,934,C7,,
26,1º Trim 2018,3594,C7,,
27,1º Trim 2018,75973,C7,,
28,1º Trim 2018,11244,C7,,
29,1º Trim 2018,32331,C7,,
30,1º Trim 2018,22900,C7,,
31,1º Trim 2018,33305,C7,,
32,1º Trim 2018,14663,C7,,
33,1º Trim 2018,448,C7,,
34,1º Trim 2018,6995,C7,,
35,1º Trim 2018,51090,C7,,
36,1º Trim 2018,15190,C7,,
37,1º Trim 2018,14861,C7,,
38,1º Trim 2018,10083,C7,,
39,1º Trim 2018,39119,C7,,
40,1º Trim 2018,4422,C7,,
41,1º Trim 2018,24500,C7,,
42,1º Trim 2018,9175,C7,,
43,1º Trim 2018,26383,C7,,
44,1º Trim 2018,5316,C7,,
45,1º Trim 2018,18118,C7,,
46,1º Trim 2018,6899,C7,,
47,1º Trim 2018,9780,C7,,
48,1º Trim 2018,442,C7,,
49,1º Trim 2018,759,C7,,
50,1º Trim 2018,18372,C7,,
51,1º Trim 2018,9384,C7,,
52,1º Trim 2018,42694,C7,,
53,1º Trim 2018,37,C7,,
54,1º Trim 2018,8680,C7,,
55,1º Trim 2018,2250,C7,,
56,1º Trim 2018,22746,C7,,
57,1º Trim 2018,13465,C7,,
58,1º Trim 2018,2654,C7,,
59,1º Trim 2018,3991,C7,,
60,1º Trim 2018,1141,C7,,
61,1º Trim 2018,6337,C7,,
62,1º Trim 2018,9257,C7,,
63,1º Trim 2018,11110,C7,,
64,1º Trim 2018,13667,C7,,
65,1º Trim 2018,4706,C7,,
66,1º Trim 2018,11244,C7,,
67,1º Trim 2018,216,C7,,
68,1º Trim 2018,562,C7,,
69,1º Trim 2018,17124,C7,,
70,1º Trim 2018,4571,C7,,
71,1º Trim 2018,114,C7,,
73,1º Trim 2018,6905,C7,,
75,1º Trim 2018,8898,C7,,
76,1º Trim 2018,711,C7,,
77,1º Trim 2018,4329,C7,,
78,1º Trim 2018,10696,C7,,
79,1º Trim 2018,7319,C7,,
80,1º Trim 2018,40068,C7,,
81,1º Trim 2018,19511,C7,,
82,1º Trim 2018,15903,C7,,
83,1º Trim 2018,459,C7,,
84,1º Trim 2018,6690,C7,,
85,1º Trim 2018,6357,C7,,
86,1º Trim 2018,53862,C7,,
87,1º Trim 2018,7736,C7,,
88,1º Trim 2018,3799,C7,,
89,1º Trim 2018,645,C7,,
90,1º Trim 2018,7177,C7,,
91,1º Trim 2018,6772,C7,,
92,1º Trim 2018,15068,C7,,
93,1º Trim 2018,2329,C7,,
94,1º Trim 2018,3402,C7,,
95,1º Trim 2018,25087,C7,,
96,1º Trim 2018,4200,C7,,
97,1º Trim 2018,3729,C7,,
98,1º Trim 2018,4031,C7,,
99,1º Trim 2018,28010,C7,,
0,2º Trim 2018,65504,C7,,
1,2º Trim 2018,18369,C7,,
2,2º Trim 2018,43091,C7,,
3,2º Trim 2018,48817,C7,,
4,2º Trim 2018,9434,C7,,
5,2º Trim 2018,80787,C7,,
6,2º Trim 2018,10792,C7,,
7,2º Trim 2018,60911,C7,,
8,2º Trim 2018,2253,C7,,
9,2º Trim 2018,124,C7,,
10,2º Trim 2018,1050,C7,,
11,2º Trim 2018,3998,C7,,
12,2º Trim 2018,2807,C7,,
13,2º Trim 2018,11640,C7,,
14,2º Trim 2018,66,C7,,
15,2º Trim 2018,278,C7,,
16,2º Trim 2018,20684,C7,,
17,2º Trim 2018,41207,C7,,
20,2º Trim 2018,399,C7,,
21,2º Trim 2018,1119,C7,,
22,2º Trim 2018,4903,C7,,
23,2º Trim 2018,891,C7,,
24,2º Trim 2018,948,C7,,
25,2º Trim 2018,895,C7,,
26,2º Trim 2018,3719,C7,,
27,2º Trim 2018,76597,C7,,
28,2º Trim 2018,10591,C7,,
29,2º Trim 2018,31087,C7,,
30,2º Trim 2018,24099,C7,,
31,2º Trim 2018,31963,C7,,
32,2º Trim 2018,14576,C7,,
33,2º Trim 2018,455,C7,,
34,2º Trim 2018,6945,C7,,
35,2º Trim 2018,50422,C7,,
36,2º Trim 2018,14975,C7,,
37,2º Trim 2018,14352,C7,,
38,2º Trim 2018,10015,C7,,
39,2º Trim 2018,39804,C7,,
40,2º Trim 2018,4494,C7,,
41,2º Trim 2018,23697,C7,,
42,2º Trim 2018,8914,C7,,
43,2º Trim 2018,25844,C7,,
44,2º Trim 2018,5551,C7,,
45,2º Trim 2018,17781,C7,,
46,2º Trim 2018,6854,C7,,
47,2º Trim 2018,9676,C7,,
48,2º Trim 2018,417,C7,,
49,2º Trim 2018,766,C7,,
50,2º Trim 2018,18138,C7,,
51,2º Trim 2018,9183,C7,,
52,2º Trim 2018,41700,C7,,
53,2º Trim 2018,37,C7,,
54,2º Trim 2018,8532,C7,,
55,2º Trim 2018,2206,C7,,
56,2º Trim 2018,22053,C7,,
57,2º Trim 2018,13571,C7,,
58,2º Trim 2018,2658,C7,,
59,2º Trim 2018,3920,C7,,
60,2º Trim 2018,1146,C7,,
61,2º Trim 2018,6292,C7,,
62,2º Trim 2018,9158,C7,,
63,2º Trim 2018,10920,C7,,
64,2º Trim 2018,13557,C7,,
65,2º Trim 2018,4786,C7,,
66,2º Trim 2018,10985,C7,,
67,2º Trim 2018,222,C7,,
68,2º Trim 2018,560,C7,,
69,2º Trim 2018,16771,C7,,
70,2º Trim 2018,4426,C7,,
71,2º Trim 2018,116,C7,,
73,2º Trim 2018,4185,C7,,
75,2º Trim 2018,8820,C7,,
76,2º Trim 2018,715,C7,,
77,2º Trim 2018,4225,C7,,
78,2º Trim 2018,10288,C7,,
79,2º Trim 2018,7213,C7,,
80,2º Trim 2018,39521,C7,,
81,2º Trim 2018,19177,C7,,
82,2º Trim 2018,15894,C7,,
83,2º Trim 2018,457,C7,,
84,2º Trim 2018,6625,C7,,
85,2º Trim 2018,6222,C7,,
86,2º Trim 2018,52949,C7,,
87,2º Trim 2018,7587,C7,,
88,2º Trim 2018,3782,C7,,
89,2º Trim 2018,621,C7,,
90,2º Trim 2018,7165,C7,,
91,2º Trim 2018,6854,C7,,
92,2º Trim 2018,15047,C7,,
93,2º Trim 2018,2365,C7,,
94,2º Trim 2018,3380,C7,,
95,2º Trim 2018,24862,C7,,
96,2º Trim 2018,4160,C7,,
97,2º Trim 2018,3727,C7,,
98,2º Trim 2018,3993,C7,,
99,2º Trim 2018,27466,C7,,
0,3º Trim 2018,63203,C7,,
1,3º Trim 2018,17673,C7,,
2,3º Trim 2018,42709,C7,,
3,3º Trim 2018,46206,C7,,
4,3º Trim 2018,8523,C7,,
5,3º Trim 2018,80290,C7,,
6,3º Trim 2018,10687,C7,,
7,3º Trim 2018,64769,C7,,
8,3º Trim 2018,2809,C7,,
9,3º Trim 2018,97,C7,,
10,3º Trim 2018,1009,C7,,
11,3º Trim 2018,4041,C7,,
12,3º Trim 2018,2723,C7,,
13,3º Trim 2018,11992,C7,,
14,3º Trim 2018,67,C7,,
15,3º Trim 2018,405,C7,,
16,3º Trim 2018,20898,C7,,
17,3º Trim 2018,41623,C7,,
20,3º Trim 2018,395,C7,,
21,3º Trim 2018,1108,C7,,
22,3º Trim 2018,4893,C7,,
23,3º Trim 2018,901,C7,,
24,3º Trim 2018,984,C7,,
25,3º Trim 2018,847,C7,,
26,3º Trim 2018,3801,C7,,
27,3º Trim 2018,75456,C7,,
28,3º Trim 2018,11374,C7,,
29,3º Trim 2018,29705,C7,,
30,3º Trim 2018,22838,C7,,
31,3º Trim 2018,31846,C7,,
32,3º Trim 2018,14570,C7,,
33,3º Trim 2018,452,C7,,
34,3º Trim 2018,6906,C7,,
35,3º Trim 2018,50060,C7,,
36,3º Trim 2018,15285,C7,,
37,3º Trim 2018,14428,C7,,
38,3º Trim 2018,10026,C7,,
39,3º Trim 2018,38873,C7,,
40,3º Trim 2018,4616,C7,,
41,3º Trim 2018,21965,C7,,
42,3º Trim 2018,8822,C7,,
43,3º Trim 2018,25560,C7,,
44,3º Trim 2018,5265,C7,,
45,3º Trim 2018,17226,C7,,
46,3º Trim 2018,6650,C7,,
47,3º Trim 2018,9516,C7,,
48,3º Trim 2018,365,C7,,
49,3º Trim 2018,767,C7,,
50,3º Trim 2018,17514,C7,,
51,3º Trim 2018,8911,C7,,
52,3º Trim 2018,40401,C7,,
53,3º Trim 2018,37,C7,,
54,3º Trim 2018,8477,C7,,
55,3º Trim 2018,2133,C7,,
56,3º Trim 2018,20813,C7,,
57,3º Trim 2018,13328,C7,,
58,3º Trim 2018,2644,C7,,
59,3º Trim 2018,3954,C7,,
60,3º Trim 2018,1140,C7,,
61,3º Trim 2018,6152,C7,,
62,3º Trim 2018,9117,C7,,
63,3º Trim 2018,10811,C7,,
64,3º Trim 2018,13308,C7,,
65,3º Trim 2018,4512,C7,,
66,3º Trim 2018,10757,C7,,
67,3º Trim 2018,221,C7,,
68,3º Trim 2018,571,C7,,
69,3º Trim 2018,16330,C7,,
70,3º Trim 2018,4362,C7,,
71,3º Trim 2018,117,C7,,
73,3º Trim 2018,4273,C7,,
75,3º Trim 2018,8645,C7,,
76,3º Trim 2018,728,C7,,
77,3º Trim 2018,4187,C7,,
78,3º Trim 2018,9880,C7,,
79,3º Trim 2018,7092,C7,,
80,3º Trim 2018,39357,C7,,
81,3º Trim 2018,18906,C7,,
82,3º Trim 2018,15833,C7,,
83,3º Trim 2018,463,C7,,
84,3º Trim 2018,6563,C7,,
85,3º Trim 2018,6060,C7,,
86,3º Trim 2018,51605,C7,,
87,3º Trim 2018,7449,C7,,
88,3º Trim 2018,3637,C7,,
89,3º Trim 2018,614,C7,,
90,3º Trim 2018,7010,C7,,
91,3º Trim 2018,6910,C7,,
92,3º Trim 2018,14972,C7,,
93,3º Trim 2018,2393,C7,,
94,3º Trim 2018,3341,C7,,
95,3º Trim 2018,24785,C7,,
96,3º Trim 2018,4163,C7,,
97,3º Trim 2018,3704,C7,,
98,3º Trim 2018,3973,C7,,
99,3º Trim 2018,26883,C7,,
0,4º Trim 2018,63911,C7,,
1,4º Trim 2018,18281,C7,,
2,4º Trim 2018,46828,C7,,
3,4º Trim 2018,52238,C7,,
4,4º Trim 2018,9401,C7,,
5,4º Trim 2018,81074,C7,,
6,4º Trim 2018,10744,C7,,
7,4º Trim 2018,65017,C7,,
8,4º Trim 2018,3004,C7,,
9,4º Trim 2018,94,C7,,
10,4º Trim 2018,1000,C7,,
11,4º Trim 2018,4256,C7,,
12,4º Trim 2018,2603,C7,,
13,4º Trim 2018,11937,C7,,
14,4º Trim 2018,55,C7,,
15,4º Trim 2018,459,C7,,
16,4º Trim 2018,21459,C7,,
17,4º Trim 2018,42302,C7,,
20,4º Trim 2018,392,C7,,
21,4º Trim 2018,1114,C7,,
22,4º Trim 2018,4946,C7,,
23,4º Trim 2018,898,C7,,
24,4º Trim 2018,1035,C7,,
25,4º Trim 2018,829,C7,,
26,4º Trim 2018,3942,C7,,
27,4º Trim 2018,75856,C7,,
28,4º Trim 2018,10897,C7,,
29,4º Trim 2018,30170,C7,,
30,4º Trim 2018,22249,C7,,
31,4º Trim 2018,32179,C7,,
32,4º Trim 2018,14531,C7,,
33,4º Trim 2018,442,C7,,
34,4º Trim 2018,6811,C7,,
35,4º Trim 2018,49732,C7,,
36,4º Trim 2018,15435,C7,,
37,4º Trim 2018,14579,C7,,
38,4º Trim 2018,9916,C7,,
39,4º Trim 2018,37479,C7,,
40,4º Trim 2018,4350,C7,,
41,4º Trim 2018,21614,C7,,
42,4º Trim 2018,8903,C7,,
43,4º Trim 2018,25439,C7,,
44,4º Trim 2018,4921,C7,,
45,4º Trim 2018,16526,C7,,
46,4º Trim 2018,6372,C7,,
47,4º Trim 2018,9177,C7,,
48,4º Trim 2018,350,C7,,
49,4º Trim 2018,744,C7,,
50,4º Trim 2018,16398,C7,,
51,4º Trim 2018,8638,C7,,
52,4º Trim 2018,38330,C7,,
53,4º Trim 2018,35,C7,,
54,4º Trim 2018,8443,C7,,
55,4º Trim 2018,2096,C7,,
56,4º Trim 2018,19428,C7,,
57,4º Trim 2018,12963,C7,,
58,4º Trim 2018,2664,C7,,
59,4º Trim 2018,4084,C7,,
60,4º Trim 2018,1153,C7,,
61,4º Trim 2018,5942,C7,,
62,4º Trim 2018,9155,C7,,
63,4º Trim 2018,10666,C7,,
64,4º Trim 2018,13118,C7,,
65,4º Trim 2018,4636,C7,,
66,4º Trim 2018,10632,C7,,
67,4º Trim 2018,215,C7,,
68,4º Trim 2018,560,C7,,
69,4º Trim 2018,15936,C7,,
70,4º Trim 2018,4210,C7,,
71,4º Trim 2018,122,C7,,
73,4º Trim 2018,4255,C7,,
75,4º Trim 2018,8653,C7,,
76,4º Trim 2018,739,C7,,
77,4º Trim 2018,4170,C7,,
78,4º Trim 2018,9960,C7,,
79,4º Trim 2018,7003,C7,,
80,4º Trim 2018,39125,C7,,
81,4º Trim 2018,18483,C7,,
82,4º Trim 2018,15751,C7,,
83,4º Trim 2018,452,C7,,
84,4º Trim 2018,6515,C7,,
85,4º Trim 2018,5934,C7,,
86,4º Trim 2018,50664,C7,,
87,4º Trim 2018,7254,C7,,
88,4º Trim 2018,3524,C7,,
89,4º Trim 2018,622,C7,,
90,4º Trim 2018,6946,C7,,
91,4º Trim 2018,6917,C7,,
92,4º Trim 2018,14591,C7,,
93,4º Trim 2018,2353,C7,,
94,4º Trim 2018,3260,C7,,
95,4º Trim 2018,24803,C7,,
96,4º Trim 2018,4115,C7,,
97,4º Trim 2018,3626,C7,,
98,4º Trim 2018,3903,C7,,
99,4º Trim 2018,26880,C7,,
0,1º Trim 2019,67024,C7,,
1,1º Trim 2019,18359,C7,,
2,1º Trim 2019,48711,C7,,
3,1º Trim 2019,61001,C7,,
4,1º Trim 2019,11103,C7,,
5,1º Trim 2019,80769,C7,,
6,1º Trim 2019,10815,C7,,
7,1º Trim 2019,58187,C7,,
8,1º Trim 2019,2248,C7,,
9,1º Trim 2019,113,C7,,
10,1º Trim 2019,1000,C7,,
11,1º Trim 2019,4332,C7,,
12,1º Trim 2019,2647,C7,,
13,1º Trim 2019,12575,C7,,
14,1º Trim 2019,59,C7,,
15,1º Trim 2019,328,C7,,
16,1º Trim 2019,21677,C7,,
17,1º Trim 2019,43228,C7,,
20,1º Trim 2019,396,C7,,
21,1º Trim 2019,1101,C7,,
22,1º Trim 2019,4941,C7,,
23,1º Trim 2019,898,C7,,
24,1º Trim 2019,1086,C7,,
25,1º Trim 2019,975,C7,,
26,1º Trim 2019,4044,C7,,
27,1º Trim 2019,76924,C7,,
28,1º Trim 2019,11485,C7,,
29,1º Trim 2019,31891,C7,,
30,1º Trim 2019,23000,C7,,
31,1º Trim 2019,32344,C7,,
32,1º Trim 2019,14632,C7,,
33,1º Trim 2019,457,C7,,
34,1º Trim 2019,6814,C7,,
35,1º Trim 2019,49087,C7,,
36,1º Trim 2019,14749,C7,,
37,1º Trim 2019,14485,C7,,
38,1º Trim 2019,9900,C7,,
39,1º Trim 2019,38652,C7,,
40,1º Trim 2019,4183,C7,,
41,1º Trim 2019,24184,C7,,
42,1º Trim 2019,8999,C7,,
43,1º Trim 2019,25438,C7,,
44,1º Trim 2019,5240,C7,,
45,1º Trim 2019,16360,C7,,
46,1º Trim 2019,6154,C7,,
47,1º Trim 2019,8875,C7,,
48,1º Trim 2019,352,C7,,
49,1º Trim 2019,720,C7,,
50,1º Trim 2019,15819,C7,,
51,1º Trim 2019,8292,C7,,
52,1º Trim 2019,37049,C7,,
53,1º Trim 2019,34,C7,,
54,1º Trim 2019,8503,C7,,
55,1º Trim 2019,2038,C7,,
56,1º Trim 2019,17942,C7,,
57,1º Trim 2019,12681,C7,,
58,1º Trim 2019,2703,C7,,
59,1º Trim 2019,3973,C7,,
60,1º Trim 2019,1137,C7,,
61,1º Trim 2019,5797,C7,,
62,1º Trim 2019,9234,C7,,
63,1º Trim 2019,10629,C7,,
64,1º Trim 2019,13043,C7,,
65,1º Trim 2019,4635,C7,,
66,1º Trim 2019,10528,C7,,
67,1º Trim 2019,225,C7,,
68,1º Trim 2019,535,C7,,
69,1º Trim 2019,15365,C7,,
70,1º Trim 2019,4079,C7,,
71,1º Trim 2019,121,C7,,
73,1º Trim 2019,4120,C7,,
75,1º Trim 2019,8625,C7,,
76,1º Trim 2019,742,C7,,
77,1º Trim 2019,4196,C7,,
78,1º Trim 2019,10080,C7,,
79,1º Trim 2019,7007,C7,,
80,1º Trim 2019,39128,C7,,
81,1º Trim 2019,18429,C7,,
82,1º Trim 2019,15554,C7,,
83,1º Trim 2019,440,C7,,
84,1º Trim 2019,6466,C7,,
85,1º Trim 2019,5847,C7,,
86,1º Trim 2019,50141,C7,,
87,1º Trim 2019,7211,C7,,
88,1º Trim 2019,3460,C7,,
89,1º Trim 2019,623,C7,,
90,1º Trim 2019,6768,C7,,
91,1º Trim 2019,7174,C7,,
92,1º Trim 2019,14507,C7,,
93,1º Trim 2019,2307,C7,,
94,1º Trim 2019,3256,C7,,
95,1º Trim 2019,24836,C7,,
96,1º Trim 2019,4093,C7,,
97,1º Trim 2019,3537,C7,,
98,1º Trim 2019,3897,C7,,
99,1º Trim 2019,27501,C7,,
0,2º Trim 2019,68295,C7,,
1,2º Trim 2019,17683,C7,,
2,2º Trim 2019,43460,C7,,
3,2º Trim 2019,49275,C7,,
4,2º Trim 2019,9525,C7,,
5,2º Trim 2019,80262,C7,,
6,2º Trim 2019,10711,C7,,
7,2º Trim 2019,69056,C7,,
8,2º Trim 2019,2113,C7,,
9,2º Trim 2019,120,C7,,
10,2º Trim 2019,1007,C7,,
11,2º Trim 2019,4126,C7,,
12,2º Trim 2019,2699,C7,,
13,2º Trim 2019,11495,C7,,
14,2º Trim 2019,58,C7,,
15,2º Trim 2019,311,C7,,
16,2º Trim 2019,21964,C7,,
17,2º Trim 2019,44230,C7,,
20,2º Trim 2019,386,C7,,
21,2º Trim 2019,1069,C7,,
22,2º Trim 2019,4866,C7,,
23,2º Trim 2019,895,C7,,
24,2º Trim 2019,1158,C7,,
25,2º Trim 2019,845,C7,,
26,2º Trim 2019,4099,C7,,
27,2º Trim 2019,77129,C7,,
28,2º Trim 2019,10324,C7,,
29,2º Trim 2019,30302,C7,,
30,2º Trim 2019,24716,C7,,
31,2º Trim 2019,31131,C7,,
32,2º Trim 2019,14505,C7,,
33,2º Trim 2019,470,C7,,
34,2º Trim 2019,6852,C7,,
35,2º Trim 2019,48303,C7,,
36,2º Trim 2019,15142,C7,,
37,2º Trim 2019,14177,C7,,
38,2º Trim 2019,9632,C7,,
39,2º Trim 2019,40021,C7,,
40,2º Trim 2019,4150,C7,,
41,2º Trim 2019,23271,C7,,
42,2º Trim 2019,8834,C7,,
43,2º Trim 2019,24837,C7,,
44,2º Trim 2019,5466,C7,,
45,2º Trim 2019,16267,C7,,
46,2º Trim 2019,6012,C7,,
47,2º Trim 2019,8652,C7,,
48,2º Trim 2019,339,C7,,
49,2º Trim 2019,716,C7,,
50,2º Trim 2019,15489,C7,,
51,2º Trim 2019,8196,C7,,
52,2º Trim 2019,35903,C7,,
53,2º Trim 2019,34,C7,,
54,2º Trim 2019,8423,C7,,
55,2º Trim 2019,1994,C7,,
56,2º Trim 2019,17311,C7,,
57,2º Trim 2019,12695,C7,,
58,2º Trim 2019,2742,C7,,
59,2º Trim 2019,3859,C7,,
60,2º Trim 2019,1147,C7,,
61,2º Trim 2019,5671,C7,,
62,2º Trim 2019,9130,C7,,
63,2º Trim 2019,10434,C7,,
64,2º Trim 2019,12779,C7,,
65,2º Trim 2019,4631,C7,,
66,2º Trim 2019,10248,C7,,
67,2º Trim 2019,243,C7,,
68,2º Trim 2019,526,C7,,
69,2º Trim 2019,14925,C7,,
70,2º Trim 2019,4018,C7,,
71,2º Trim 2019,127,C7,,
73,2º Trim 2019,4146,C7,,
75,2º Trim 2019,8650,C7,,
76,2º Trim 2019,760,C7,,
77,2º Trim 2019,4153,C7,,
78,2º Trim 2019,9846,C7,,
79,2º Trim 2019,6892,C7,,
80,2º Trim 2019,38947,C7,,
81,2º Trim 2019,17911,C7,,
82,2º Trim 2019,15463,C7,,
83,2º Trim 2019,437,C7,,
84,2º Trim 2019,6358,C7,,
85,2º Trim 2019,5801,C7,,
86,2º Trim 2019,49723,C7,,
87,2º Trim 2019,7146,C7,,
88,2º Trim 2019,3342,C7,,
89,2º Trim 2019,614,C7,,
90,2º Trim 2019,6589,C7,,
91,2º Trim 2019,7219,C7,,
92,2º Trim 2019,14617,C7,,
93,2º Trim 2019,2330,C7,,
94,2º Trim 2019,3240,C7,,
95,2º Trim 2019,24295,C7,,
96,2º Trim 2019,3950,C7,,
97,2º Trim 2019,3498,C7,,
98,2º Trim 2019,3832,C7,,
99,2º Trim 2019,26960,C7,,
0,3º Trim 2019,64342,C7,,
1,3º Trim 2019,16834,C7,,
2,3º Trim 2019,42771,C7,,
3,3º Trim 2019,46660,C7,,
4,3º Trim 2019,8824,C7,,
5,3º Trim 2019,80526,C7,,
6,3º Trim 2019,10748,C7,,
7,3º Trim 2019,67614,C7,,
8,3º Trim 2019,2715,C7,,
9,3º Trim 2019,100,C7,,
10,3º Trim 2019,1020,C7,,
11,3º Trim 2019,3984,C7,,
12,3º Trim 2019,2710,C7,,
13,3º Trim 2019,12064,C7,,
14,3º Trim 2019,64,C7,,
15,3º Trim 2019,394,C7,,
16,3º Trim 2019,22276,C7,,
17,3º Trim 2019,44893,C7,,
20,3º Trim 2019,379,C7,,
21,3º Trim 2019,1051,C7,,
22,3º Trim 2019,4800,C7,,
23,3º Trim 2019,880,C7,,
24,3º Trim 2019,1186,C7,,
25,3º Trim 2019,804,C7,,
26,3º Trim 2019,4158,C7,,
27,3º Trim 2019,77929,C7,,
28,3º Trim 2019,11268,C7,,
29,3º Trim 2019,29851,C7,,
30,3º Trim 2019,23199,C7,,
31,3º Trim 2019,31193,C7,,
32,3º Trim 2019,14515,C7,,
33,3º Trim 2019,480,C7,,
34,3º Trim 2019,6934,C7,,
35,3º Trim 2019,48267,C7,,
36,3º Trim 2019,15057,C7,,
37,3º Trim 2019,14114,C7,,
38,3º Trim 2019,9576,C7,,
39,3º Trim 2019,39497,C7,,
40,3º Trim 2019,4065,C7,,
41,3º Trim 2019,21480,C7,,
42,3º Trim 2019,9041,C7,,
43,3º Trim 2019,24511,C7,,
44,3º Trim 2019,5122,C7,,
45,3º Trim 2019,16438,C7,,
46,3º Trim 2019,5921,C7,,
47,3º Trim 2019,8556,C7,,
48,3º Trim 2019,336,C7,,
49,3º Trim 2019,721,C7,,
50,3º Trim 2019,15415,C7,,
51,3º Trim 2019,7972,C7,,
52,3º Trim 2019,35458,C7,,
53,3º Trim 2019,34,C7,,
54,3º Trim 2019,8143,C7,,
55,3º Trim 2019,2000,C7,,
56,3º Trim 2019,16621,C7,,
57,3º Trim 2019,12695,C7,,
58,3º Trim 2019,2747,C7,,
59,3º Trim 2019,3759,C7,,
60,3º Trim 2019,1183,C7,,
61,3º Trim 2019,5630,C7,,
62,3º Trim 2019,9104,C7,,
63,3º Trim 2019,10353,C7,,
64,3º Trim 2019,12589,C7,,
65,3º Trim 2019,4335,C7,,
66,3º Trim 2019,10119,C7,,
67,3º Trim 2019,239,C7,,
68,3º Trim 2019,529,C7,,
69,3º Trim 2019,14677,C7,,
70,3º Trim 2019,3952,C7,,
71,3º Trim 2019,130,C7,,
73,3º Trim 2019,3795,C7,,
75,3º Trim 2019,8554,C7,,
76,3º Trim 2019,781,C7,,
77,3º Trim 2019,4127,C7,,
78,3º Trim 2019,9618,C7,,
79,3º Trim 2019,6797,C7,,
80,3º Trim 2019,38899,C7,,
81,3º Trim 2019,17665,C7,,
82,3º Trim 2019,15480,C7,,
83,3º Trim 2019,428,C7,,
84,3º Trim 2019,6275,C7,,
85,3º Trim 2019,5741,C7,,
86,3º Trim 2019,49400,C7,,
87,3º Trim 2019,7048,C7,,
88,3º Trim 2019,3263,C7,,
89,3º Trim 2019,616,C7,,
90,3º Trim 2019,6524,C7,,
91,3º Trim 2019,7089,C7,,
92,3º Trim 2019,14616,C7,,
93,3º Trim 2019,2332,C7,,
94,3º Trim 2019,3233,C7,,
95,3º Trim 2019,24314,C7,,
96,3º Trim 2019,3949,C7,,
97,3º Trim 2019,3489,C7,,
98,3º Trim 2019,3812,C7,,
99,3º Trim 2019,26956,C7,,
0,4º Trim 2019,64790,C7,,
1,4º Trim 2019,18165,C7,,
2,4º Trim 2019,43383,C7,,
