Sector,Período,Empleo
15,2º Trim 2008,331936.0
15,3º Trim 2008,330932.0
15,4º Trim 2008,333493.0
15,1º Trim 2009,342048.0
15,2º Trim 2009,337271.0
15,3º Trim 2009,337094.0
15,4º Trim 2009,340871.0
15,1º Trim 2010,348260.0
15,2º Trim 2010,346614.0
15,3º Trim 2010,343491.0
15,4º Trim 2010,344600.0
15,1º Trim 2011,357544.0
15,2º Trim 2011,358945.0
15,3º Trim 2011,357952.0
15,4º Trim 2011,362082.0
15,1º Trim 2012,367422.0
15,2º Trim 2012,364566.0
15,3º Trim 2012,361953.0
15,4º Trim 2012,366801.0
15,1º Trim 2013,376695.0
15,2º Trim 2013,374750.0
15,3º Trim 2013,368849.0
15,4º Trim 2013,370853.0
15,1º Trim 2014,376460.0
15,2º Trim 2014,374960.0
15,3º Trim 2014,373385.0
15,4º Trim 2014,376174.0
15,1º Trim 2015,386492.0
15,2º Trim 2015,385853.0
15,3º Trim 2015,383802.0
15,4º Trim 2015,383854.0
15,1º Trim 2016,390462.0
15,2º Trim 2016,386131.0
15,3º Trim 2016,383546.0
15,4º Trim 2016,384599.0
15,1º Trim 2017,392378.0
15,2º Trim 2017,388610.0
15,3º Trim 2017,383984.0
15,4º Trim 2017,384339.0
15,1º Trim 2018,391368.0
15,2º Trim 2018,387476.0
15,3º Trim 2018,381505.0
15,4º Trim 2018,379474.0
15,1º Trim 2019,386154.0
15,2º Trim 2019,382842.0
15,3º Trim 2019,380072.0
15,4º Trim 2019,376060.0
15,1º Trim 2020,383287.0
15,2º Trim 2020,377826.0
15,3º Trim 2020,377647.0
15,4º Trim 2020,380531.0
15,1º Trim 2021,389822.0
15,2º Trim 2021,388248.0
15,3º Trim 2021,385726.0
15,4º Trim 2021,386561.0
15,1º Trim 2022,397463.0
15,2º Trim 2022,396321.0
15,3º Trim 2022,398424.0
15,4º Trim 2022,400286.0
15,1º Trim 2023,411049.0
15,2º Trim 2023,407870.0
15,3º Trim 2023,408411.0
15,4º Trim 2023,408386.0
15,1º Trim 2024,419864.0
15,2º Trim 2024,413169.0
15,3º Trim 2024,412450.0
15,4º Trim 2024,415430.0
15,1º Trim 2025,423354.0
15,2º Trim 2025,414997.0
16,1º Trim 1996,3824.0
16,2º Trim 1996,4524.0
16,3º Trim 1996,3611.0
16,4º Trim 1996,3041.0
16,1º Trim 1997,4319.0
16,2º Trim 1997,4928.0
16,3º Trim 1997,3739.0
16,4º Trim 1997,3233.0
16,1º Trim 1998,4350.0
16,2º Trim 1998,4846.0
16,3º Trim 1998,3065.0
16,4º Trim 1998,2849.0
16,1º Trim 1999,3809.0
16,2º Trim 1999,4284.0
16,3º Trim 1999,3193.0
16,4º Trim 1999,2769.0
16,1º Trim 2000,3386.0
16,2º Trim 2000,4041.0
16,3º Trim 2000,3468.0
16,4º Trim 2000,3105.0
16,1º Trim 2001,3883.0
16,2º Trim 2001,4499.0
16,3º Trim 2001,3357.0
16,4º Trim 2001,2897.0
16,1º Trim 2002,4451.0
16,2º Trim 2002,5015.0
16,3º Trim 2002,4232.0
16,4º Trim 2002,3717.0
16,1º Trim 2003,5214.0
16,2º Trim 2003,5592.0
16,3º Trim 2003,4814.0
16,4º Trim 2003,4246.0
16,1º Trim 2004,5939.0
16,2º Trim 2004,6463.0
16,3º Trim 2004,5543.0
16,4º Trim 2004,4810.0
16,1º Trim 2005,6289.0
16,2º Trim 2005,7078.0
16,3º Trim 2005,5921.0
16,4º Trim 2005,4812.0
16,1º Trim 2006,5975.0
16,2º Trim 2006,7044.0
16,3º Trim 2006,5743.0
16,4º Trim 2006,5094.0
